record_id,operation_date,depot,shift,operator_id,machine_id,throughput_barrels,temperature_c,maintenance_flag,voltage_count,incident_type
MO-20260224-KIS-D,24/02/2026,Kisumu,Day,OP-K03,KSM-P01,1025.4,34.2,0,230,none
MO-20260514-NAI-N,14/05/2026,Nairobi,Night,OP-N03,NBI-P03,542.6,29.0,1,220,missed_maintenance
MO-20260205-KIS-N,05/02/2026,Kisumu,Night,OP-K01,KSM-P03,913.0,32.0,0,216,none
MO-20260309-ELD-D,09/03/2026,Eldoret,Day,OP-E02,ELD-P01,943.7,24.0,0,218,none
MO-20261023-NAI-D,23/10/2026,Nairobi,Day,OP-N02,NBI-P03,637.8,18.1,1,219,missed_maintenance
MO-20261004-ELD-N,04/10/2026,Eldoret,Night,OP-E03,ELD-P03,911.6,11.6,0,220,none
MO-20260802-MOM-N,02/08/2026,Mombasa,Night,OP-M04,MBA-P03,916.2,29.6,0,223,none
MO-20260507-KIS-N,07/05/2026,Kisumu,Night,OP-K03,KSM-P01,973.6,31.8,0,222,none
MO-20260219-KIS-D,19/02/2026,Kisumu,Day,OP-K02,KSM-P01,1042.3,30.9,0,222,none
MO-20260202-KIS-N,02/02/2026,Kisumu,Night,OP-K01,KSM-P01,925.7,29.6,0,217,none
MO-20260602-ELD-N,02/06/2026,Eldoret,Night,OP-E03,ELD-P01,1009.0,17.1,0,214,none
MO-20260613-MOM-N,13/06/2026,Mombasa,Night,OP-M02,MBA-P03,865.1,29.9,0,211,none
MO-20260514-MOM-D,14/05/2026,Mombasa,Day,OP-M04,MBA-P02,1074.6,32.3,0,220,none
MO-20260115-KIS-D,15/01/2026,Kisumu,Day,OP-K02,KSM-P02,1014.2,27.7,0,231,none
MO-20260710-NAI-D,10/07/2026,Nairobi,Day,OP-N04,NBI-P01,1029.0,14.4,0,228,none
MO-20260520-KIS-D,20/05/2026,Kisumu,Day,OP-K02,KSM-P03,620.0,27.7,0,220,operator_blunder
MO-20260421-ELD-N,21/04/2026,Eldoret,Night,OP-E01,ELD-P02,968.4,21.2,0,212,none
MO-20261019-ELD-D,19/10/2026,Eldoret,Day,OP-E01,ELD-P01,974.0,13.0,0,220,none
MO-20261015-MOM-D,15/10/2026,Mombasa,Day,OP-M04,MBA-P03,1080.8,27.8,0,234,none
MO-20260530-NAI-D,30/05/2026,Nairobi,Day,OP-N02,NBI-P03,618.9,24.6,1,217,missed_maintenance
MO-20260903-MOM-N,03/09/2026,Mombasa,Night,OP-M01,MBA-P01,1088.0,27.8,0,222,none
MO-20260806-KIS-N,06/08/2026,Kisumu,Night,OP-K01,KSM-P02,860.8,23.7,0,219,none
MO-20260929-NAI-D,29/09/2026,Nairobi,Day,OP-N04,NBI-P03,732.9,20.0,1,228,missed_maintenance
MO-20260826-ELD-D,26/08/2026,Eldoret,Day,OP-E01,ELD-P03,947.8,13.7,0,222,none
MO-20261026-ELD-N,26/10/2026,Eldoret,Night,OP-E01,ELD-P01,950.4,16.5,0,222,none
MO-20260729-ELD-D,29/07/2026,Eldoret,Day,OP-E01,ELD-P01,1005.7,17.8,0,224,none
MO-20260926-NAI-N,26/09/2026,Nairobi,Night,OP-N03,NBI-P03,682.5,20.8,1,211,missed_maintenance
MO-20261128-NAI-D,28/11/2026,Nairobi,Day,OP-N01,NBI-P02,684.0,24.4,0,237,brief_equipment_fault
MO-20261229-KIS-N,29/12/2026,Kisumu,Night,OP-K02,KSM-P03,797.4,26.9,0,212,none
MO-20260314-KIS-N,14/03/2026,Kisumu,Night,OP-K03,KSM-P02,1017.5,35.7,0,228,none
MO-20260911-ELD-D,11/09/2026,Eldoret,Day,OP-E03,ELD-P01,967.5,14.9,0,218,none
MO-20260831-ELD-N,31/08/2026,Eldoret,Night,OP-E01,ELD-P01,882.4,12.1,0,223,none
MO-20260313-NAI-D,13/03/2026,Nairobi,Day,OP-N01,NBI-P03,674.7,,1,227,missed_maintenance
MO-20261023-KIS-D,23/10/2026,Kisumu,Day,OP-K03,KSM-P03,998.6,24.8,0,229,none
MO-20261106-KIS-D,06/11/2026,Kisumu,Day,OP-K03,KSM-P02,1014.2,25.4,0,220,none
MO-20261118-KIS-D,18/11/2026,Kisumu,Day,OP-K02,KSM-P01,1058.0,25.0,0,210,none
MO-20260103-KIS-D,03/01/2026,Kisumu,Day,OP-K01,KSM-P03,976.0,26.1,0,222,none
MO-20260118-NAI-N,18/01/2026,Nairobi,Night,OP-N03,NBI-P03,974.0,23.5,0,230,none
MO-20260807-MOM-N,07/08/2026,Mombasa,Night,OP-M04,MBA-P02,873.2,25.7,0,217,none
MO-20260511-MOM-N,11/05/2026,Mombasa,Night,OP-M01,MBA-P02,951.5,32.7,0,224,none
MO-20260819-KIS-D,19/08/2026,Kisumu,Day,OP-K01,KSM-P01,1006.6,24.7,0,227,none
MO-20260420-NAI-D,20/04/2026,Nairobi,Day,OP-N01,NBI-P03,659.2,26.3,1,217,missed_maintenance
MO-20260915-KIS-N,15/09/2026,Kisumu,Night,OP-K01,KSM-P01,996.3,22.1,0,219,none
MO-20260625-MOM-D,25/06/2026,Mombasa,Day,OP-M02,MBA-P01,1171.2,27.5,0,214,none
MO-20260614-ELD-D,14/06/2026,Eldoret,Day,OP-E02,ELD-P03,1028.6,20.0,0,224,none
MO-20260721-MOM-D,21/07/2026,Mombasa,Day,OP-M01,MBA-P03,1092.2,28.8,0,230,none
MO-20260407-ELD-N,07/04/2026,Eldoret,Night,OP-E02,ELD-P01,922.6,24.6,0,217,none
MO-20260511-KIS-D,11/05/2026,Kisumu,Day,OP-K03,KSM-P02,1037.6,26.7,0,225,none
MO-20260425-MOM-D,25/04/2026,Mombasa,Day,OP-M04,MBA-P02,1081.0,34.8,0,221,none
MO-20260512-ELD-D,12/05/2026,Eldoret,Day,OP-E02,ELD-P01,984.6,18.3,0,221,none
MO-20261230-MOM-N,30/12/2026,Mombasa,Night,OP-M01,MBA-P02,949.4,32.9,0,229,none
MO-20260126-MOM-N,26/01/2026,Mombasa,Night,OP-M04,MBA-P03,1068.0,33.6,0,223,none
MO-20260224-NAI-D,24/02/2026,Nairobi,Day,OP-N04,NBI-P03,545.3,30.3,1,233,missed_maintenance
MO-20260727-KIS-N,27/07/2026,Kisumu,Night,OP-K03,KSM-P02,957.5,22.9,0,218,none
MO-20260829-ELD-D,29/08/2026,Eldoret,Day,OP-E03,ELD-P01,1013.8,15.4,0,235,none
MO-20260506-NAI-N,06/05/2026,Nairobi,Night,OP-N04,NBI-P03,657.9,28.7,1,222,missed_maintenance
MO-20261028-NAI-D,28/10/2026,Nairobi,Day,OP-N03,NBI-P03,617.9,21.3,1,222,missed_maintenance
MO-20260905-MOM-N,05/09/2026,Mombasa,Night,OP-M02,MBA-P03,1007.4,24.5,0,219,none
MO-20260827-KIS-N,27/08/2026,Kisumu,Night,OP-K03,KSM-P02,1038.6,20.7,0,225,none
MO-20260812-ELD-N,12/08/2026,Eldoret,Night,OP-E02,ELD-P01,1018.1,11.0,0,217,none
MO-20260721-KIS-D,21/07/2026,Kisumu,Day,OP-K03,KSM-P01,1104.1,20.9,0,224,none
MO-20260313-NAI-N,13/03/2026,Nairobi,Night,OP-N05,NBI-P02,1015.9,,0,226,none
MO-20260125-NAI-N,25/01/2026,Nairobi,Night,OP-N01,NBI-P01,1077.6,28.2,0,228,none
MO-20261223-MOM-N,23/12/2026,Mombasa,Night,OP-M02,MBA-P01,898.9,32.3,0,217,none
MO-20261228-MOM-D,28/12/2026,Mombasa,Day,OP-M03,MBA-P03,1076.9,32.8,0,212,none
MO-20260204-MOM-D,04/02/2026,Mombasa,Day,OP-M04,MBA-P02,1126.8,30.5,0,223,none
MO-20260427-ELD-D,27/04/2026,Eldoret,Day,OP-E02,ELD-P02,1044.8,23.9,0,218,none
MO-20260908-NAI-D,08/09/2026,Nairobi,Day,OP-N04,NBI-P03,574.8,23.8,1,217,missed_maintenance
MO-20260803-KIS-D,03/08/2026,Kisumu,Day,OP-K01,KSM-P01,966.3,24.4,0,235,none
MO-20261007-MOM-N,07/10/2026,Mombasa,Night,OP-M02,MBA-P02,912.4,27.6,0,219,none
MO-20260605-KIS-D,05/06/2026,Kisumu,Day,OP-K01,KSM-P01,1092.1,28.3,0,227,none
MO-20260205-NAI-N,05/02/2026,Nairobi,Night,OP-N01,NBI-P03,653.4,24.8,1,224,missed_maintenance
MO-20260104-NAI-N,04/01/2026,Nairobi,Night,OP-N05,NBI-P01,1069.0,24.2,0,227,none
MO-20260630-KIS-N,30/06/2026,Kisumu,Night,OP-K02,KSM-P01,987.5,26.0,0,219,none
MO-20260516-NAI-D,16/05/2026,Nairobi,Day,OP-N03,NBI-P03,642.4,26.2,1,232,missed_maintenance
MO-20261219-ELD-N,19/12/2026,Eldoret,Night,OP-E01,ELD-P02,1034.0,20.6,0,223,none
MO-20260703-MOM-D,03/07/2026,Mombasa,Day,OP-M03,MBA-P03,1069.9,29.2,0,236,none
MO-20260608-MOM-D,08/06/2026,Mombasa,Day,OP-M02,MBA-P01,1087.7,30.7,0,224,none
MO-20260110-MOM-D,10/01/2026,Mombasa,Day,OP-M03,MBA-P02,916.5,33.4,0,221,none
MO-20260326-ELD-D,26/03/2026,Eldoret,Day,OP-E01,ELD-P01,1074.2,24.4,0,220,none
MO-20260407-KIS-N,07/04/2026,Kisumu,Night,OP-K02,KSM-P03,962.1,31.3,0,223,none
MO-20260923-KIS-D,23/09/2026,Kisumu,Day,OP-K02,KSM-P01,978.2,25.9,0,214,none
MO-20261217-MOM-D,17/12/2026,Mombasa,Day,OP-M02,MBA-P02,1015.4,30.3,0,218,none
MO-20260603-KIS-D,03/06/2026,Kisumu,Day,OP-K01,KSM-P01,1050.3,29.9,0,222,none
MO-20260912-MOM-N,12/09/2026,Mombasa,Night,OP-M04,MBA-P02,883.9,27.1,0,218,none
MO-20260420-ELD-N,20/04/2026,Eldoret,Night,OP-E01,ELD-P03,1078.7,24.3,0,213,none
MO-20260629-MOM-N,29/06/2026,Mombasa,Night,OP-M01,MBA-P02,530.0,25.5,0,229,brief_equipment_fault
MO-20261024-KIS-D,24/10/2026,Kisumu,Day,OP-K02,KSM-P01,994.1,27.0,0,216,none
MO-20261025-MOM-N,25/10/2026,Mombasa,Night,OP-M01,MBA-P02,879.1,26.2,0,220,none
MO-20260515-NAI-D,15/05/2026,Nairobi,Day,OP-N01,NBI-P03,376.6,26.1,1,224,operator_blunder
MO-20261222-ELD-D,22/12/2026,Eldoret,Day,OP-E03,ELD-P03,1008.8,21.2,0,231,none
MO-20260217-KIS-D,17/02/2026,Kisumu,Day,OP-K02,KSM-P02,1153.3,31.8,0,222,none
MO-20261006-NAI-N,06/10/2026,Nairobi,Night,OP-N01,NBI-P03,642.8,15.9,1,220,missed_maintenance
MO-20261029-ELD-D,29/10/2026,Eldoret,Day,OP-E03,ELD-P03,983.1,15.0,0,222,none
MO-20261213-NAI-D,13/12/2026,Nairobi,Day,OP-N01,NBI-P03,659.9,24.3,1,223,missed_maintenance
MO-20260112-NAI-D,12/01/2026,Nairobi,Day,OP-N02,NBI-P02,1080.3,27.5,0,215,none
MO-20260727-ELD-D,27/07/2026,Eldoret,Day,OP-E02,ELD-P01,936.7,15.6,0,224,none
MO-20261015-ELD-D,15/10/2026,Eldoret,Day,OP-E02,ELD-P02,1062.2,14.9,0,225,none
MO-20261020-ELD-D,20/10/2026,Eldoret,Day,OP-E01,ELD-P03,897.5,16.2,0,221,none
MO-20261212-NAI-N,12/12/2026,Nairobi,Night,OP-N01,NBI-P03,585.5,24.8,1,210,missed_maintenance
MO-20260303-NAI-N,03/03/2026,Nairobi,Night,OP-N05,NBI-P03,687.3,29.8,1,211,missed_maintenance
MO-20260418-MOM-N,18/04/2026,Mombasa,Night,OP-M04,MBA-P03,1019.0,33.7,0,216,none
MO-20261222-KIS-D,22/12/2026,Kisumu,Day,OP-K03,KSM-P01,915.1,28.2,0,219,none
MO-20260222-ELD-D,22/02/2026,Eldoret,Day,OP-E01,ELD-P01,1110.4,26.5,0,212,none
MO-20260727-KIS-D,27/07/2026,Kisumu,Day,OP-K03,KSM-P03,945.2,25.8,0,225,none
MO-20261026-MOM-D,26/10/2026,Mombasa,Day,OP-M04,MBA-P01,954.3,27.2,0,218,none
MO-20260430-NAI-D,30/04/2026,Nairobi,Day,OP-N02,NBI-P03,651.3,25.0,1,228,missed_maintenance
MO-20260704-KIS-N,04/07/2026,Kisumu,Night,OP-K03,KSM-P03,862.7,28.1,0,210,none
MO-20260826-MOM-D,26/08/2026,Mombasa,Day,OP-M01,MBA-P03,1058.4,28.3,0,228,none
MO-20260830-MOM-D,30/08/2026,Mombasa,Day,OP-M04,MBA-P01,1024.6,28.6,0,213,none
MO-20261016-KIS-N,16/10/2026,Kisumu,Night,OP-K01,KSM-P03,975.2,22.7,0,217,none
MO-20260215-MOM-D,15/02/2026,Mombasa,Day,OP-M01,MBA-P03,1006.0,35.2,0,207,none
MO-20261122-KIS-N,22/11/2026,Kisumu,Night,OP-K01,KSM-P02,948.7,25.2,0,232,none
MO-20260111-MOM-D,11/01/2026,Mombasa,Day,OP-M04,MBA-P03,1130.5,32.2,0,220,none
MO-20261114-MOM-N,14/11/2026,Mombasa,Night,OP-M02,MBA-P03,1008.9,31.9,0,228,none
MO-20260211-MOM-N,11/02/2026,Mombasa,Night,OP-M01,MBA-P03,839.3,31.8,0,213,none
MO-20260618-ELD-D,18/06/2026,Eldoret,Day,OP-E01,ELD-P02,984.4,20.5,0,221,none
MO-20261209-KIS-N,09/12/2026,Kisumu,Night,OP-K03,KSM-P01,936.8,27.0,0,218,none
MO-20261024-MOM-D,24/10/2026,Mombasa,Day,OP-M04,MBA-P02,1058.8,32.5,0,227,none
MO-20260327-MOM-N,27/03/2026,Mombasa,Night,OP-M04,MBA-P03,908.3,33.8,0,236,none
MO-20261206-ELD-N,06/12/2026,Eldoret,Night,OP-E01,ELD-P02,1010.7,19.3,0,223,none
MO-20260110-ELD-N,10/01/2026,Eldoret,Night,OP-E01,ELD-P01,1042.8,20.1,0,222,none
MO-20260309-KIS-N,09/03/2026,Kisumu,Night,OP-K03,KSM-P02,1022.1,30.0,0,215,none
MO-20260827-NAI-D,27/08/2026,Nairobi,Day,OP-N02,NBI-P02,1089.2,18.3,0,225,none
MO-20260817-NAI-D,17/08/2026,Nairobi,Day,OP-N04,NBI-P03,679.3,21.5,1,218,missed_maintenance
MO-20261105-NAI-D,05/11/2026,Nairobi,Day,OP-N01,NBI-P03,640.6,21.2,1,226,missed_maintenance
MO-20260915-MOM-N,15/09/2026,Mombasa,Night,OP-M02,MBA-P03,919.1,28.3,0,231,none
MO-20260512-KIS-D,12/05/2026,Kisumu,Day,OP-K01,KSM-P02,1019.8,30.4,0,228,none
MO-20260520-KIS-N,20/05/2026,Kisumu,Night,OP-K01,KSM-P01,1003.5,29.4,0,218,none
MO-20260614-MOM-D,14/06/2026,Mombasa,Day,OP-M01,MBA-P03,1136.8,28.6,0,213,none
MO-20260428-MOM-D,28/04/2026,Mombasa,Day,OP-M02,MBA-P02,1154.7,33.8,0,226,none
MO-20260303-ELD-N,03/03/2026,Eldoret,Night,OP-E03,ELD-P02,997.5,25.3,0,226,none
MO-20260106-ELD-D,06/01/2026,Eldoret,Day,OP-E03,ELD-P01,959.2,17.5,0,220,none
MO-20260126-NAI-D,26/01/2026,Nairobi,Day,OP-N01,NBI-P03,1106.3,31.5,0,224,none
MO-20260721-KIS-N,21/07/2026,Kisumu,Night,OP-K02,KSM-P03,938.0,25.2,0,210,none
MO-20261217-NAI-D,17/12/2026,Nairobi,Day,OP-N01,NBI-P03,591.3,23.3,1,222,missed_maintenance
MO-20260113-MOM-N,13/01/2026,Mombasa,Night,OP-M04,MBA-P03,1072.6,33.2,0,231,none
MO-20261204-KIS-N,04/12/2026,Kisumu,Night,OP-K02,KSM-P01,1064.7,25.2,0,214,none
MO-20261114-NAI-D,14/11/2026,Nairobi,Day,OP-N02,NBI-P03,613.7,23.4,1,224,missed_maintenance
MO-20260108-MOM-N,08/01/2026,Mombasa,Night,OP-M03,MBA-P02,983.4,30.0,0,218,none
MO-20261231-NAI-D,31/12/2026,Nairobi,Day,OP-N02,NBI-P03,639.8,23.4,1,217,missed_maintenance
MO-20260618-NAI-N,18/06/2026,Nairobi,Night,OP-N05,NBI-P03,641.8,25.5,1,224,missed_maintenance
MO-20261014-KIS-N,14/10/2026,Kisumu,Night,OP-K01,KSM-P03,1049.7,24.0,0,215,none
MO-20261130-MOM-D,30/11/2026,Mombasa,Day,OP-M03,MBA-P01,1026.7,29.0,0,229,none
MO-20261208-MOM-N,08/12/2026,Mombasa,Night,OP-M02,MBA-P03,1184.9,28.0,0,207,none
MO-20261001-MOM-N,01/10/2026,Mombasa,Night,OP-M01,MBA-P01,907.6,26.3,0,225,none
MO-20261122-MOM-N,22/11/2026,Mombasa,Night,OP-M03,MBA-P03,923.8,27.9,0,209,none
MO-20260418-NAI-D,18/04/2026,Nairobi,Day,OP-N02,NBI-P04,1003.3,27.6,0,217,none
MO-20260120-NAI-N,20/01/2026,Nairobi,Night,OP-N02,NBI-P01,1014.0,27.3,0,224,none
MO-20261018-NAI-N,18/10/2026,Nairobi,Night,OP-N01,NBI-P03,657.3,21.6,1,217,missed_maintenance
MO-20260816-MOM-D,16/08/2026,Mombasa,Day,OP-M03,MBA-P02,982.9,24.7,0,228,none
MO-20261030-ELD-D,30/10/2026,Eldoret,Day,OP-E01,ELD-P01,927.3,16.3,0,223,none
MO-20260331-KIS-D,31/03/2026,Kisumu,Day,OP-K03,KSM-P01,1086.8,32.9,0,221,none
MO-20261117-KIS-N,17/11/2026,Kisumu,Night,OP-K02,KSM-P03,956.4,23.5,0,211,none
MO-20260913-MOM-N,13/09/2026,Mombasa,Night,OP-M02,MBA-P01,995.4,26.9,0,225,none
MO-20260323-MOM-N,23/03/2026,Mombasa,Night,OP-M02,MBA-P02,973.5,34.6,0,230,none
MO-20260725-NAI-N,25/07/2026,Nairobi,Night,OP-N02,NBI-P03,641.2,18.7,1,212,missed_maintenance
MO-20260728-KIS-D,28/07/2026,Kisumu,Day,OP-K02,KSM-P01,979.1,24.3,0,222,none
MO-20260402-KIS-D,02/04/2026,Kisumu,Day,OP-K03,KSM-P03,1067.6,32.5,0,225,none
MO-20260701-MOM-D,01/07/2026,Mombasa,Day,OP-M01,MBA-P03,998.5,29.3,0,225,none
MO-20261108-ELD-D,08/11/2026,Eldoret,Day,OP-E03,ELD-P02,981.6,22.2,0,221,none
MO-20260322-ELD-D,22/03/2026,Eldoret,Day,OP-E02,ELD-P02,1066.1,24.2,0,219,none
MO-20261226-NAI-N,26/12/2026,Nairobi,Night,OP-N03,NBI-P03,628.6,26.6,1,227,missed_maintenance
MO-20260414-NAI-N,14/04/2026,Nairobi,Night,OP-N01,NBI-P03,531.1,31.8,1,211,missed_maintenance
MO-20260222-KIS-D,22/02/2026,Kisumu,Day,OP-K03,KSM-P03,966.0,32.7,0,218,none
MO-20260910-KIS-N,10/09/2026,Kisumu,Night,OP-K03,KSM-P01,978.2,22.4,0,222,none
MO-20260409-KIS-N,09/04/2026,Kisumu,Night,OP-K02,KSM-P03,1020.9,31.4,0,216,none
MO-20260502-ELD-D,02/05/2026,Eldoret,Day,OP-E02,ELD-P01,970.1,24.2,0,223,none
MO-20261107-ELD-D,07/11/2026,Eldoret,Day,OP-E01,ELD-P03,888.2,18.5,0,211,none
MO-20260121-NAI-D,21/01/2026,Nairobi,Day,OP-N05,NBI-P01,1036.8,28.4,0,233,none
MO-20261028-MOM-D,28/10/2026,Mombasa,Day,OP-M04,MBA-P03,908.6,27.9,0,215,none
MO-20260419-ELD-N,19/04/2026,Eldoret,Night,OP-E01,ELD-P01,934.3,20.4,0,226,none
MO-20260429-ELD-N,29/04/2026,Eldoret,Night,OP-E01,ELD-P02,972.8,24.5,0,216,none
MO-20261020-ELD-N,20/10/2026,Eldoret,Night,OP-E03,ELD-P01,821.3,18.6,0,216,none
MO-20260514-KIS-N,14/05/2026,Kisumu,Night,OP-K01,KSM-P03,964.4,26.0,0,213,none
MO-20260616-NAI-N,16/06/2026,Nairobi,Night,OP-N02,NBI-P03,655.0,20.2,1,222,missed_maintenance
MO-20260308-NAI-D,08/03/2026,Nairobi,Day,OP-N04,NBI-P03,665.7,27.9,1,222,missed_maintenance
MO-20260301-NAI-N,01/03/2026,Nairobi,Night,OP-N02,NBI-P03,647.8,27.3,1,218,missed_maintenance
MO-20260112-ELD-N,12/01/2026,Eldoret,Night,OP-E02,ELD-P03,1006.0,19.3,0,217,none
MO-20260106-MOM-D,06/01/2026,Mombasa,Day,OP-M01,MBA-P01,1074.2,32.5,0,232,none
MO-20260531-KIS-D,31/05/2026,Kisumu,Day,OP-K02,KSM-P01,858.4,31.0,0,233,none
MO-20260526-KIS-D,26/05/2026,Kisumu,Day,OP-K02,KSM-P01,945.9,26.9,0,235,none
MO-20261014-KIS-D,14/10/2026,Kisumu,Day,OP-K03,KSM-P02,1072.0,23.4,0,217,none
MO-20260430-NAI-N,30/04/2026,Nairobi,Night,OP-N01,NBI-P03,701.3,25.4,1,224,missed_maintenance
MO-20260730-MOM-D,30/07/2026,Mombasa,Day,OP-M02,MBA-P03,927.9,23.9,0,215,none
MO-20260625-KIS-N,25/06/2026,Kisumu,Night,OP-K01,KSM-P01,1015.1,26.5,0,217,none
MO-20261101-KIS-D,01/11/2026,Kisumu,Day,OP-K02,KSM-P03,1038.7,23.3,0,223,none
MO-20260605-MOM-D,05/06/2026,Mombasa,Day,OP-M02,MBA-P01,1060.4,32.5,0,214,none
MO-20260719-NAI-N,19/07/2026,Nairobi,Night,OP-N02,NBI-P03,559.7,19.5,1,213,missed_maintenance
MO-20260201-MOM-D,01/02/2026,Mombasa,Day,OP-M01,MBA-P01,1052.9,31.3,0,222,none
MO-20260816-ELD-N,16/08/2026,Eldoret,Night,OP-E01,ELD-P02,955.6,14.4,0,222,none
MO-20260331-KIS-N,31/03/2026,Kisumu,Night,OP-K01,KSM-P03,849.6,32.1,0,231,none
MO-20260626-NAI-N,26/06/2026,Nairobi,Night,OP-N02,NBI-P03,690.7,22.6,1,216,missed_maintenance
MO-20260907-KIS-D,07/09/2026,Kisumu,Day,OP-K01,KSM-P01,1011.8,21.0,0,222,none
MO-20260604-ELD-N,04/06/2026,Eldoret,Night,OP-E01,ELD-P02,923.2,16.5,0,213,none
MO-20260705-KIS-N,05/07/2026,Kisumu,Night,OP-K01,KSM-P03,,23.7,0,217,none
MO-20260314-MOM-N,14/03/2026,Mombasa,Night,OP-M01,MBA-P02,991.7,33.9,0,221,none
MO-20260624-NAI-N,24/06/2026,Nairobi,Night,OP-N03,NBI-P03,502.1,22.2,1,214,missed_maintenance
MO-20260428-ELD-N,28/04/2026,Eldoret,Night,OP-E03,ELD-P01,824.8,20.7,0,219,none
MO-20260516-KIS-D,16/05/2026,Kisumu,Day,OP-K02,KSM-P03,1045.3,27.4,0,221,none
MO-20261122-NAI-D,22/11/2026,Nairobi,Day,OP-N01,NBI-P03,658.7,23.8,1,226,missed_maintenance
MO-20260413-NAI-D,13/04/2026,Nairobi,Day,OP-N05,NBI-P03,624.2,27.5,1,221,missed_maintenance
MO-20260521-MOM-N,21/05/2026,Mombasa,Night,OP-M01,MBA-P01,1020.7,32.4,0,221,none
MO-20260325-ELD-D,25/03/2026,Eldoret,Day,OP-E01,ELD-P03,891.9,24.8,0,226,none
MO-20260116-KIS-D,16/01/2026,Kisumu,Day,OP-K03,KSM-P03,1070.4,29.1,0,217,none
MO-20261020-NAI-D,20/10/2026,Nairobi,Day,OP-N05,NBI-P03,665.2,20.7,1,210,missed_maintenance
MO-20260706-NAI-N,06/07/2026,Nairobi,Night,OP-N05,NBI-P03,624.8,21.6,1,210,missed_maintenance
MO-20261104-ELD-D,04/11/2026,Eldoret,Day,OP-E01,ELD-P02,1008.3,14.3,0,230,none
MO-20261005-ELD-D,05/10/2026,Eldoret,Day,OP-E02,ELD-P03,876.2,13.8,0,228,none
MO-20260122-ELD-N,22/01/2026,Eldoret,Night,OP-E03,ELD-P01,904.6,26.3,0,218,none
MO-20260517-NAI-D,17/05/2026,Nairobi,Day,OP-N02,NBI-P03,649.6,26.7,1,226,missed_maintenance
MO-20260109-ELD-D,09/01/2026,Eldoret,Day,OP-E03,ELD-P01,982.6,19.7,0,235,none
MO-20261119-ELD-D,19/11/2026,Eldoret,Day,OP-E02,ELD-P03,987.2,15.6,0,231,none
MO-20260303-NAI-D,03/03/2026,Nairobi,Day,OP-N04,NBI-P03,671.1,28.4,1,233,missed_maintenance
MO-20260110-KIS-D,10/01/2026,Kisumu,Day,OP-K03,KSM-P01,1064.1,26.8,0,212,none
MO-20261207-KIS-N,07/12/2026,Kisumu,Night,OP-K01,KSM-P03,904.4,27.7,0,216,none
MO-20261124-KIS-D,24/11/2026,Kisumu,Day,OP-K02,KSM-P02,991.7,27.9,0,228,none
MO-20260602-NAI-N,02/06/2026,Nairobi,Night,OP-N01,NBI-P03,613.1,22.5,1,215,missed_maintenance
MO-20260620-NAI-N,20/06/2026,Nairobi,Night,OP-N01,NBI-P03,578.6,23.0,1,215,missed_maintenance
MO-20260604-NAI-N,04/06/2026,Nairobi,Night,OP-N03,NBI-P01,1077.0,24.7,0,217,none
MO-20260225-NAI-D,25/02/2026,Nairobi,Day,OP-N04,NBI-P03,651.7,27.1,1,225,missed_maintenance
MO-20260726-KIS-D,26/07/2026,Kisumu,Day,OP-K01,KSM-P02,1015.6,22.9,0,222,none
MO-20260604-MOM-D,04/06/2026,Mombasa,Day,OP-M02,MBA-P02,1016.6,31.9,0,223,none
MO-20260504-ELD-D,04/05/2026,Eldoret,Day,OP-E02,ELD-P01,966.4,20.4,0,223,none
MO-20261231-ELD-D,31/12/2026,Eldoret,Day,OP-E03,ELD-P03,906.4,18.9,0,226,none
MO-20260814-ELD-D,14/08/2026,Eldoret,Day,OP-E01,ELD-P01,949.1,14.9,0,228,none
MO-20260417-NAI-D,17/04/2026,Nairobi,Day,OP-N05,NBI-P03,711.5,27.1,1,229,missed_maintenance
MO-20260303-ELD-D,03/03/2026,Eldoret,Day,OP-E02,ELD-P02,1052.7,22.0,0,233,none
MO-20261118-ELD-D,18/11/2026,Eldoret,Day,OP-E01,ELD-P01,996.9,13.1,0,218,none
MO-20261105-NAI-N,05/11/2026,Nairobi,Night,OP-N01,NBI-P03,653.9,23.2,1,223,missed_maintenance
MO-20260425-ELD-D,25/04/2026,Eldoret,Day,OP-E03,ELD-P03,1066.4,20.9,0,231,none
MO-20260527-ELD-N,27/05/2026,Eldoret,Night,OP-E02,ELD-P03,1012.8,23.0,0,226,none
MO-20261220-ELD-N,20/12/2026,Eldoret,Night,OP-E03,ELD-P01,895.4,20.9,0,224,none
MO-20261108-MOM-D,08/11/2026,Mombasa,Day,OP-M01,MBA-P03,1031.3,26.4,0,223,none
MO-20260806-KIS-D,06/08/2026,Kisumu,Day,OP-K03,KSM-P03,1030.4,28.1,0,221,none
MO-20260626-NAI-D,26/06/2026,Nairobi,Day,OP-N02,NBI-P03,683.7,22.8,1,220,missed_maintenance
MO-20260116-NAI-D,16/01/2026,Nairobi,Day,OP-N02,NBI-P03,982.3,27.7,0,220,none
MO-20260630-ELD-N,30/06/2026,Eldoret,Night,OP-E03,ELD-P01,955.7,16.1,0,218,none
MO-20261205-MOM-N,05/12/2026,Mombasa,Night,OP-M01,MBA-P01,1127.6,27.6,0,220,none
MO-20260116-ELD-N,16/01/2026,Eldoret,Night,OP-E01,ELD-P03,999.4,20.1,0,214,none
MO-20260408-MOM-N,08/04/2026,Mombasa,Night,OP-M03,MBA-P02,986.7,33.8,0,215,none
